timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1697739095856,2924,Login-1,200,,Endurance Test  3-26,text,true,,28096,440,12,44,http://localhost:8081/,2921,0,0
1697739095830,2950,Delete Post,200,,Load Test  2-33,,true,,303,607,23,44,http://localhost:8081/api/post/auth/manager?postId=4360,2950,0,0
1697739095941,2979,Delete Post,200,,Endurance Test  3-27,,true,,303,599,12,44,http://localhost:8081/api/post/auth/manager?postId=4361,2979,0,0
1697739093143,5782,Delete Post,200,,Spike Test  4-25,,true,,303,603,4,44,http://localhost:8081/api/post/auth/manager?postId=4340,5782,0,0
1697739093153,5893,Login,200,,Load Test  2-30,text,true,,28508,1161,23,43,http://localhost:8081/,2950,0,0
1697739093153,2950,Login-0,302,,Load Test  2-30,,true,,412,721,23,43,http://localhost:8081/authenticate,2950,0,0
1697739096105,2941,Login-1,200,,Load Test  2-30,text,true,,28096,440,23,43,http://localhost:8081/,2936,0,0
1697739096121,3078,Delete Post,200,,Stress Test  1-49,,true,,303,605,5,43,http://localhost:8081/api/post/auth/manager?postId=4363,3078,0,0
1697739096683,2529,Register Random User,200,,Endurance Test  3-20,text,true,,395,686,12,43,http://localhost:8081/api/users/,2529,0,4
1697739094724,4655,Register Random User,200,,Stress Test  1-47,text,true,,395,686,5,45,http://localhost:8081/api/users/,4654,0,3
1697739093689,5730,Login,200,,Endurance Test  3-25,text,true,,28508,1181,13,45,http://localhost:8081/,3108,0,0
1697739093689,3108,Login-0,302,,Endurance Test  3-25,,true,,412,741,13,45,http://localhost:8081/authenticate,3108,0,0
1697739096798,2621,Login-1,200,,Endurance Test  3-25,text,true,,28096,440,13,45,http://localhost:8081/,2617,0,0
1697739093794,5667,Login,200,,Load Test  2-29,text,true,,28508,1169,24,45,http://localhost:8081/,3047,0,0
1697739093794,3047,Login-0,302,,Load Test  2-29,,true,,412,729,24,45,http://localhost:8081/authenticate,3047,0,0
1697739096842,2619,Login-1,200,,Load Test  2-29,text,true,,28096,440,24,45,http://localhost:8081/,2616,0,0
1697739089341,10145,Register Random User,200,,Spike Test  4-13,text,true,,395,686,3,45,http://localhost:8081/api/users/,10145,0,2
1697739096990,2588,Register Random User,200,,Load Test  2-20,text,true,,395,686,24,44,http://localhost:8081/api/users/,2587,0,3
1697739097088,2531,Register Random User,200,,Load Test  2-37,text,true,,395,686,24,44,http://localhost:8081/api/users/,2531,0,2
1697739091971,7663,Login,200,,Spike Test  4-16,text,true,,28508,1193,2,44,http://localhost:8081/,3185,0,0
1697739091971,3185,Login-0,302,,Spike Test  4-16,,true,,412,753,2,44,http://localhost:8081/authenticate,3185,0,0
1697739095157,4477,Login-1,200,,Spike Test  4-16,text,true,,28096,440,2,44,http://localhost:8081/,4474,0,0
1697739097150,2641,Register Random User,200,,Endurance Test  3-30,text,true,,395,686,13,43,http://localhost:8081/api/users/,2641,0,2
1697739094618,5193,Login,200,,Stress Test  1-48,text,true,,28508,1185,5,43,http://localhost:8081/,2726,0,0
1697739094618,2726,Login-0,302,,Stress Test  1-48,,true,,412,745,5,43,http://localhost:8081/authenticate,2726,0,0
